CPU型号,CPU频率,GPU型号,RAM容量,ROM容量,id,主屏分辨率,主屏尺寸,价格,前置摄像头,后置摄像头,型号,摄像头总数,核心数,电池容量,tags,cpu
联发科 MTK6750T,1.5GHz>,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1204,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,1400,800万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,朵唯L8 Plus（高配版/全网通）,双摄像头（前后）>,八核>,2650mAh小电池,性能 速度 流畅 综合 性价比 体验 效率 价格 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,
高通 骁龙660,2.2GHz>,高通 Adreno512,4GB>游戏运行一般,128GB>2.6万张照片1.1万首歌曲,1205,2160x1080像素1080P高清（击败98.21%手机）,6.01英寸需双手打字更多6.01英寸手机＞,2999,1200万像素+500万像素高清级像素高像素自拍手机>,1200万像素+500万像素高清级像素高清像素手机>,美图T9樱桃小丸子限量版（全网通）,四摄像头（前双+后双）>,八核>,3100mAh小电池,,骁龙660
联发科 MT6735P,1.0GHz>,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1206,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,269,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,酷派8722V（高配版/移动4G）,双摄像头（前后）>,,2000mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性价比 体验 效率 价格,mt6735
高通 骁龙439,2x2.0GHz Cortex-A53+6x1.45GHz Cortex A53,高通 Adreno505,3GB>游戏运行卡顿,16GB/32GB3276张照片1365首歌曲,1207,1560x720像素720P普清（击败86.79%手机）,5.71英寸可单手打字更多5.71英寸手机＞,即将上市,800万像素>普通级像素高像素自拍手机>,1300万像素+200万像素高清级像素高清像素手机>,诺基亚4.2（3GB RAM/全网通）,三摄像头（后双）>,八核>,3000mAh小电池,,骁龙439
,,,6GB/8GB游戏运行流畅,64GB/128GB/256GB1.3万张照片5461首歌曲,1208,,6.6英寸需双手打字更多6.6英寸手机＞,概念产品,1600万像素>高清级像素高像素自拍手机>,双1600万像素高清级像素高清像素手机>,联想K10 note（全网通）,,,5800mAh大电池,,
高通 骁龙425（MSM8917），,1.4GHz>,高通 Adreno308,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1209,1280x720像素>720P普清（击败86.79%手机）,5.5英寸可单手打字更多5.5英寸手机＞,即将上市,500万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,诺基亚2.1（全网通）,双摄像头（前后）>,四核>,4000mAh大电池,,骁龙425
高通 骁龙835（MSM8998），,2.45GHz（大四核），1.9GHz（小四核）,高通 Adreno560,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,1210,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,即将上市,800万像素>普通级像素高像素自拍手机>,1200万像素+1600万像素高清级像素高清像素手机>,华硕ZenFone 4 Pro（全网通）,三摄像头（后双）>,八核>,3600mAh大电池大电池手机>,,骁龙835
,,,,,1211,320x240像素720P普清（击败49.17%手机）,1.8英寸可单手打字更多1.8英寸手机＞,69,,30万像素普通级像素高清像素手机>,纽曼V1（移动/联通2G）,单摄像头>,,800mAh>小电池,外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响,
高通 骁龙835（MSM8998），,,,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,1212,1920x1080像素>1080P高清（击败98.21%手机）,5.2英寸可单手打字更多5.2英寸手机＞,1.4万,1300万像素>高清级像素高像素自拍手机>,1600万像素+1300万像素高清级像素高清像素手机>,KRETA one（全网通）,三摄像头（后双）>,,3300mAh大电池大电池手机>,,骁龙835
,,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1213,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,499,500万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,天语4A（全网通）,双摄像头（前后）>,四核>,2000mAh小电池,,
,,,,,1214,,6.28英寸需双手打字更多6.28英寸手机＞,概念产品,,2400万像素+1000万像素+800万像素+500万像素高清级像素高清像素手机>,三星Galaxy A9 Star Pro（全网通）,,八核>,,,
联发科 MT6571,1.3GHz>,,512MB游戏运行流畅,4GB/8GB819张照片341首歌曲,1215,800x480像素>720P普清（击败73.87%手机）,4英寸可单手打字更多4英寸手机＞,399,,500万像素普通级像素高清像素手机>,21克M2C（移动3G）,单摄像头>,双核>,2000mAh小电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电,mt6571
,,,,4GB>819张照片341首歌曲,1216,,2.1英寸可单手打字更多2.1英寸手机＞,概念产品,,30万像素普通级像素高清像素手机>,中国移动K1（移动3G）,,,2000mAh小电池,,
,,,,,1217,,,概念产品,,,索尼Xperia X2（双4G）,双摄像头（前后）>,,,,
联发科 MT6737，,1.3GHz>,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1218,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,359,200万像素>普通级像素高像素自拍手机>,500万像素普通级像素高清像素手机>,海尔I506（2GB RAM/双4G）,双摄像头（前后）>,四核>,2000mAh小电池,,mt6737
联发科 MT6737，,1.25GHz,Mali-720,2GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1219,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,899,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,COMIO A8（双4G）,双摄像头（前后）>,四核>,2500mAh小电池,,mt6737
高通 骁龙660，,,,6GB>游戏运行良好,,1220,,,概念产品,,,黑莓KEY2 Lite（全网通）,,,,,骁龙660
高通 骁龙425（MSM8917），,2.2GHz>,,2GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1221,1440x720像素720P普清（击败86.79%手机）,5.45英寸可单手打字更多5.45英寸手机＞,概念产品,800万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,魅族M8c（全网通）,双摄像头（前后）>,四核>,3070mAh小电池,,骁龙425
高通 骁龙845，,,高通 Adreno630,6GB>游戏运行良好,32GB>6553张照片2730首歌曲,1222,2160x1080像素1080P高清（击败98.21%手机）,,概念产品,,,努比亚Z20（全网通）,,,,,骁龙845
高通 骁龙425（MSM8917），,1.4GHz>,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1223,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,1495,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,LG X300（双4G）,双摄像头（前后）>,四核>,2500mAh小电池,,骁龙425
高通 骁龙660，,,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1224,,5.5英寸可单手打字更多5.5英寸手机＞,概念产品,,,Moto X（2017版/移动4G）,三摄像头>,,3800mAh大电池大电池手机>,,骁龙660
高通 骁龙425（MSM8917），,1.4GHz>,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1225,1280x720像素>720P普清（击败86.79%手机）,5.2英寸可单手打字更多5.2英寸手机＞,即将上市,500万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,Moto E5 Play（全网通）,双摄像头（前后）>,四核>,2800mAh小电池,,骁龙425
高通 骁龙835（MSM8998），,2.45GHz（大四核），1.9GHz（小四核）,高通 Adreno540,6GB>游戏运行良好,256GB>5.2万张照片2.2万首歌曲,1226,2880x1440像素2K超清（击败99.81%手机）,6英寸需双手打字更多6英寸手机＞,即将上市,500万像素>普通级像素高像素自拍手机>,,LG V30s+（全网通）,,八核>,3300mAh大电池大电池手机>,,骁龙835
高通 骁龙632,,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1227,2160x1080像素1080P高清（击败98.21%手机）,6英寸需双手打字更多6英寸手机＞,概念产品,800万像素>普通级像素高像素自拍手机>,2000万像素+1600万像素+1200万像素+500万像素高清级像素高清像素手机>,魅族Note8 Plus（全网通）,五摄像头（后四）,八核>,3600mAh大电池大电池手机>,,骁龙632
联发科 Helio P23,2.0GHz>,,6GB>游戏运行良好,64GB>1.3万张照片5461首歌曲,1228,2160x1080像素1080P高清（击败98.21%手机）,5.99英寸可单手打字更多5.99英寸手机＞,1979,1600万像素>高清级像素高像素自拍手机>,1300万像素+500万像素高清级像素高清像素手机>,康佳801T1（全网通）,三摄像头（后双）>,八核>,3450mAh大电池大电池手机>,相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,helio p23
高通 骁龙212（MSM8909），,1.1GHz,,1GB>游戏运行卡顿,8GB>1638张照片682首歌曲,1229,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,369,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,酷派8721（移动4G）,双摄像头（前后）>,四核>,,网络 信号 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,骁龙212
,,,,,1230,,,即将上市,,,阿尔卡特1x（全网通）,双摄像头（前后）>,,,,
联发科 MT6753，,1.3GHz>,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1231,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,1298,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素高清像素手机>,小格雷S1（双4G）,双摄像头（前后）>,八核>,2050mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电,mt6753
,,,32MB>游戏运行流畅,32MB6553张照片2730首歌曲,1232,320x240像素720P普清（击败49.17%手机）,2.4英寸可单手打字更多2.4英寸手机＞,178,,30万像素普通级像素高清像素手机>,飞利浦E258S（移动/联通2G）,单摄像头>,,1050mAh小电池,,
,1.25GHz,,1GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1233,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,699,500万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,邦华U15（移动4G）,双摄像头（前后）>,四核>,4000mAh大电池,网络 信号,
海思 Kirin,,,3GB>游戏运行卡顿,,1234,,5英寸可单手打字更多5英寸手机＞,概念产品,,1300万像素>高清级像素高清像素手机>,荣耀畅玩6C Pro（全网通）,双摄像头（前后）>,,,,
联发科 Helio P23,,Mali-G71 MP2,,,1235,2380x1080像素1080P高清（击败98.21%手机）,5.7英寸可单手打字更多5.7英寸手机＞,概念产品,,,诺基亚5.1 Plus（全网通）,,八核>,,,helio p23
,,,,,1236,340x320像素720P普清（击败62.19%手机）,2.4英寸可单手打字更多2.4英寸手机＞,138,,,21克C1,,单核>,,,
联发科 MT6737，,,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1237,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,719,500万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,ivvi F2C（全网通）,双摄像头（前后）>,四核>,2000mAh小电池,,mt6737
,,,1GB>游戏运行卡顿,1GB>204张照片85首歌曲,1238,320x240像素720P普清（击败49.17%手机）,2.4英寸可单手打字更多2.4英寸手机＞,269,,8万像素普通级像素高清像素手机>,守护宝K188（双4G）,单摄像头>,,1500mAh>小电池,,
联发科 MT6737M,1.25GHz,,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1239,1080x720像素720P普清（击败86.79%手机）,5.5英寸可单手打字更多5.5英寸手机＞,799,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素高清像素手机>,卡布奇诺小布1号（全网通）,双摄像头（前后）>,四核>,3000mAh小电池,,mt6737
高通 骁龙617（MSM8952）,1.5GHz>,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1240,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,1499,500万像素>普通级像素高像素自拍手机>,双1300万像素高清级像素高清像素手机>,AGM X1（高配版/全网通）,三摄像头（后双）>,八核>,5400mAh大电池,外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 网络 信号 性能 速度 流畅 综合 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 性价比 体验 效率 价格,骁龙617
高通 骁龙836,,,8GB>游戏运行流畅,256GB>5.2万张照片2.2万首歌曲,1241,,,概念产品,,,联想ZUK Z3 Max（全网通）,,,,,骁龙836
,,,32MB>游戏运行流畅,32MB6553张照片2730首歌曲,1242,320x240像素720P普清（击败49.17%手机）,2.4英寸可单手打字更多2.4英寸手机＞,99,,30万像素普通级像素高清像素手机>,neken EN3（移动/联通2G）,单摄像头>,,4000mAh大电池,,
联发科 MT6737,1.3GHz>,,3GB>游戏运行卡顿,32GB/64GB6553张照片2730首歌曲,1243,2160x1080像素1080P高清（击败98.21%手机）,5.72英寸可单手打字更多5.72英寸手机＞,669,800万像素>普通级像素高像素自拍手机>,双1300万像素高清级像素高清像素手机>,天语8848（3GB RAM/全网通）,三摄像头（后双）>,四核>,2650mAh小电池,,mt6737
联发科 MT6752，,1.5GHz>,,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,1244,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,2999,1300万像素>高清级像素高像素自拍手机>,1600万像素>高清级像素高清像素手机>,Ant one Q9（全网通）,双摄像头（前后）>,八核>,2600mAh小电池,,mt6752
联发科 MT6735P,1.0GHz>,,1GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,1245,1280x720像素>720P普清（击败86.79%手机）,5.5英寸可单手打字更多5.5英寸手机＞,539,200万像素>普通级像素高像素自拍手机>,800万像素>普通级像素 样张秀>，高清像素手机>,ivvi V1M（全网通）,双摄像头（前后）>,,2500mAh小电池,,mt6735
联发科 Helio P10,1.8GHz>,,4GB>游戏运行一般,32GB>6553张照片2730首歌曲,1246,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,999,800万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,富可视蓝鲸S1（全网通）,双摄像头（前后）>,八核>,2900mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,helio p10
高通 骁龙450,,,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,1247,1440x720像素720P普清（击败86.79%手机）,6英寸需双手打字更多6英寸手机＞,即将上市,800万像素>普通级像素高像素自拍手机>,1300万像素+200万像素高清级像素高清像素手机>,HTC Desire 12 Plus（全网通）,三摄像头（后双）>,,2956mAh小电池,,骁龙450
